,DOLocationID,TrainAccu,ValAccu,TestAccu,TrainCount,ValCount,TestCount
0,1,0.5349127182044888,0.5371428571428571,0.5406976744186046,802,175,172
1,2,1.0,-1.0,-1.0,4,0,0
2,3,1.0,-1.0,-1.0,2,0,0
3,4,0.9370300751879699,0.9116279069767442,0.8883495145631068,1064,215,206
4,5,1.0,-1.0,-1.0,1,0,0
5,6,1.0,1.0,1.0,17,1,2
6,7,0.9980861244019139,1.0,1.0,1045,208,200
7,8,1.0,0.0,0.0,5,1,6
8,9,0.8648648648648649,0.6666666666666666,0.6666666666666666,37,3,3
9,10,0.854614412136536,0.901840490797546,0.95625,791,163,160
10,11,0.8,-1.0,1.0,5,0,1
11,12,0.6234042553191489,0.5203252032520326,0.5284552845528455,470,123,123
12,13,0.6077547339945897,0.5581395348837209,0.5391705069124424,1109,215,217
13,14,0.5038961038961038,0.5,0.5064935064935064,770,162,154
14,15,0.75,0.7272727272727273,0.5,60,11,12
15,16,0.46629213483146065,0.6285714285714286,0.42105263157894735,178,35,38
16,17,0.5669291338582677,0.5407725321888412,0.5178571428571429,1143,233,224
17,18,0.6091954022988506,0.36363636363636365,0.5,87,11,6
18,19,0.9130434782608695,0.5,1.0,23,4,1
19,20,0.5094339622641509,0.125,0.0,53,8,3
20,21,0.6153846153846154,0.6666666666666666,0.6666666666666666,26,3,3
21,22,0.6521739130434783,0.3333333333333333,0.5,69,12,12
22,23,-2.0,-2.0,-2.0,0,0,0
23,24,0.6063730084348641,0.5876777251184834,0.6274509803921569,1067,211,204
24,25,0.45614035087719296,0.46296296296296297,0.502283105022831,1083,216,219
25,26,0.6294117647058823,0.53125,0.5416666666666666,170,32,24
26,27,-2.0,-2.0,-2.0,0,0,0
27,28,0.781127129750983,0.7635135135135135,0.7412587412587412,763,148,143
28,29,0.8456375838926175,0.72,0.5,149,25,22
29,30,-2.0,-2.0,-2.0,0,0,0
30,31,1.0,1.0,-1.0,2,1,0
31,32,1.0,-1.0,-1.0,1,0,0
32,33,0.5444340505144996,0.5592417061611374,0.589622641509434,1069,211,212
33,34,0.4965986394557823,0.16666666666666666,0.18867924528301888,147,30,53
34,35,0.5515587529976019,0.5441176470588235,0.5396825396825397,417,68,63
35,36,0.5748194014447885,0.5073891625615764,0.5142857142857142,969,203,175
36,37,0.5718132854578097,0.5990990990990991,0.5721153846153846,1114,222,208
37,38,0.8701298701298701,0.8636363636363636,0.9,77,22,20
38,39,0.8033573141486811,0.9117647058823529,0.794392523364486,417,102,107
39,40,0.6092184368737475,0.4861111111111111,0.4329896907216495,998,216,194
40,41,0.706199460916442,0.7116279069767442,0.704225352112676,1113,215,213
41,42,0.8106841611996252,0.8271028037383178,0.8009708737864077,1067,214,206
42,43,0.48272552783109407,0.5069124423963134,0.5406698564593302,1042,217,209
43,44,-2.0,-2.0,-2.0,0,0,0
44,45,0.6297948260481713,0.5221238938053098,0.4883720930232558,1121,226,215
45,46,1.0,-1.0,-1.0,1,0,0
46,47,0.4485981308411215,0.2727272727272727,0.4444444444444444,107,11,9
47,48,0.6844070961718021,0.6525821596244131,0.6985645933014354,1071,213,209
48,49,0.6785714285714286,0.5955555555555555,0.7135922330097088,1064,225,206
49,50,0.6880146386093321,0.6513761467889908,0.6729857819905213,1093,218,211
50,51,0.8,1.0,0.5,5,2,4
51,52,0.6805251641137856,0.6847826086956522,0.6797752808988764,914,184,178
52,53,0.9716981132075472,0.9238095238095239,0.9734513274336283,636,105,113
53,54,0.6951219512195121,0.6534653465346535,0.625,492,101,96
54,55,0.9380952380952381,0.9259259259259259,0.9841269841269841,210,54,63
55,56,0.937178166838311,0.9358288770053476,0.9668508287292817,971,187,181
56,57,0.6666666666666666,0.5555555555555556,0.5384615384615384,51,18,13
57,58,-2.0,-2.0,-2.0,0,0,0
58,59,1.0,-1.0,-1.0,1,0,0
59,60,0.25,0.0,1.0,4,1,1
60,61,0.8624192059095106,0.8243243243243243,0.6761904761904762,1083,222,210
61,62,0.5195266272189349,0.5668789808917197,0.40131578947368424,845,157,152
62,63,0.8352941176470589,0.6923076923076923,0.7333333333333333,85,13,15
63,64,0.6976744186046512,0.8333333333333334,0.8333333333333334,43,12,6
64,65,0.5532945736434108,0.38349514563106796,0.4088669950738916,1032,206,203
65,66,0.4785643070787637,0.5153061224489796,0.45408163265306123,1003,196,196
66,67,0.20833333333333334,0.0,0.3333333333333333,24,5,3
67,68,0.7223796033994334,0.631336405529954,0.7163461538461539,1059,217,208
68,69,0.41622760800842995,0.41847826086956524,0.4301675977653631,949,184,179
69,70,0.5341409691629956,0.5942857142857143,0.4550561797752809,908,175,178
70,71,0.4497991967871486,0.375,0.3548387096774194,249,56,31
71,72,0.5205479452054794,0.39344262295081966,0.24074074074074073,292,61,54
72,73,0.9889705882352942,0.9736842105263158,1.0,272,38,24
73,74,0.7548566142460684,0.7737556561085973,0.7549019607843137,1081,221,204
74,75,0.727188940092166,0.7465437788018433,0.7439613526570048,1085,217,207
75,76,0.7441520467836257,0.65,0.6065573770491803,684,140,122
76,77,0.5961538461538461,0.8571428571428571,0.8333333333333334,52,7,6
77,78,0.75,0.7692307692307693,0.8571428571428571,60,13,7
78,79,0.6666666666666666,0.6588785046728972,0.5870646766169154,1068,214,201
79,80,0.6939338235294118,0.6591928251121076,0.6456310679611651,1088,223,206
80,81,-2.0,-2.0,-2.0,0,0,0
81,82,0.952561669829222,0.943127962085308,0.9502487562189055,1054,211,201
82,83,0.6805429864253394,0.6233183856502242,0.7263681592039801,1105,223,201
83,84,-2.0,-2.0,-2.0,0,0,0
84,85,0.4690721649484536,0.3170731707317073,0.2727272727272727,194,41,33
85,86,0.9117647058823529,1.0,1.0,34,7,7
86,87,0.6327272727272727,0.5150214592274678,0.5571428571428572,1100,233,210
87,88,0.44710211591536336,0.3835616438356164,0.41706161137440756,1087,219,211
88,89,0.6144455747711088,0.5235849056603774,0.5202020202020202,983,212,198
89,90,0.5013309671694764,0.40969162995594716,0.4636363636363636,1127,227,220
90,91,0.49491525423728816,0.5735294117647058,0.6451612903225806,295,68,62
91,92,0.5845360824742268,0.6428571428571429,0.6382978723404256,970,196,188
92,93,0.4375,0.34782608695652173,0.40540540540540543,80,46,37
93,94,1.0,-1.0,0.0,9,0,1
94,95,0.9707317073170731,0.9653465346534653,0.9690721649484536,1025,202,194
95,96,1.0,-1.0,-1.0,3,0,0
96,97,0.7144240077444337,0.6561085972850679,0.6487804878048781,1033,221,205
97,98,0.5147058823529411,0.6666666666666666,0.6511627906976745,68,33,43
98,99,1.0,-1.0,-1.0,1,0,0
99,100,0.4647636039250669,0.32905982905982906,0.3686635944700461,1121,234,217
100,101,0.85,0.4,0.3333333333333333,20,5,3
101,102,0.8014184397163121,0.7613636363636364,0.7468354430379747,423,88,79
102,103,-2.0,-2.0,-2.0,0,0,0
103,104,-2.0,-2.0,-2.0,0,0,0
104,105,-2.0,-2.0,-2.0,0,0,0
105,106,0.6036866359447005,0.5026455026455027,0.5632183908045977,868,189,174
106,107,0.7377201112140871,0.7297297297297297,0.7254901960784313,1079,222,204
107,108,1.0,1.0,0.3333333333333333,10,1,3
108,109,-2.0,-2.0,-2.0,0,0,0
109,110,-2.0,-2.0,-2.0,0,0,0
110,111,1.0,-1.0,-1.0,3,0,0
111,112,0.8935574229691877,0.8425925925925926,0.8199052132701422,1071,216,211
112,113,0.7502254283137962,0.6832579185520362,0.6575342465753424,1109,221,219
113,114,0.7357798165137615,0.6944444444444444,0.7162790697674418,1090,216,215
114,115,1.0,-1.0,-1.0,41,0,0
115,116,0.5292066259808196,0.48936170212765956,0.509090909090909,1147,235,220
116,117,1.0,0.6666666666666666,0.0,8,3,2
117,118,1.0,0.0,0.0,1,1,1
118,119,0.7591362126245847,0.7168141592920354,0.8333333333333334,602,113,90
119,120,1.0,-1.0,0.6666666666666666,4,0,3
120,121,0.8990578734858681,0.9027777777777778,0.9274193548387096,743,144,124
121,122,0.9494949494949495,0.6,1.0,198,5,5
122,123,0.7659574468085106,0.8181818181818182,0.7777777777777778,141,22,18
123,124,0.9859154929577465,1.0,1.0,142,27,16
124,125,0.5218198700092851,0.4772727272727273,0.4380952380952381,1077,220,210
125,126,0.6785714285714286,0.4444444444444444,0.8333333333333334,56,9,6
126,127,0.4783484390735146,0.4166666666666667,0.4918918918918919,993,180,185
127,128,0.9230769230769231,-1.0,1.0,13,0,2
128,129,0.8134469696969697,0.7674418604651163,0.7536945812807881,1056,215,203
129,130,0.8961748633879781,0.8128342245989305,0.8064516129032258,915,187,186
130,131,0.46596858638743455,0.38095238095238093,0.5,191,42,44
131,132,0.7197750702905342,0.7311320754716981,0.7383177570093458,1067,212,214
132,133,0.7506561679790026,0.691358024691358,0.7733333333333333,381,81,75
133,134,0.6666666666666666,0.6956521739130435,0.6815286624203821,822,161,157
134,135,0.9189497716894978,0.9341317365269461,0.8950617283950617,876,167,162
135,136,0.43243243243243246,0.2,0.0,37,5,3
136,137,0.6232939035486806,0.6129032258064516,0.5797101449275363,1099,217,207
137,138,0.4783047426841574,0.44387755102040816,0.46153846153846156,991,196,195
138,139,0.8962264150943396,0.925,0.9565217391304348,106,40,23
139,140,0.7242647058823529,0.7309417040358744,0.7452830188679245,1088,223,212
140,141,0.44821264894592117,0.5,0.5283018867924528,1091,218,212
141,142,0.7637362637362637,0.7327188940092166,0.7205882352941176,1092,217,204
142,143,0.6950880444856349,0.6682242990654206,0.6376811594202898,1079,214,207
143,144,0.6533212010919017,0.6160714285714286,0.5622119815668203,1099,224,217
144,145,0.7864963503649635,0.7963800904977375,0.8240740740740741,1096,221,216
145,146,0.7626310772163966,0.7663551401869159,0.6682242990654206,1049,214,214
146,147,0.36585365853658536,0.42857142857142855,0.25,41,7,4
147,148,0.8676470588235294,0.8564814814814815,0.8302752293577982,1088,216,218
148,149,0.8589743589743589,1.0,1.0,78,6,6
149,150,0.9927710843373494,1.0,1.0,415,68,70
150,151,0.6380255941499086,0.6233183856502242,0.7205882352941176,1094,223,204
151,152,0.6116152450090744,0.5113122171945701,0.5529953917050692,1102,221,217
152,153,0.625,0.3333333333333333,1.0,8,3,3
153,154,1.0,0.0,-1.0,1,5,0
154,155,0.9551282051282052,0.9545454545454546,0.8947368421052632,156,22,19
155,156,-2.0,-2.0,-2.0,0,0,0
156,157,0.7226993865030675,0.7142857142857143,0.65,815,175,160
157,158,0.48022079116835326,0.5,0.5070422535211268,1087,224,213
158,159,0.5484234234234234,0.5301204819277109,0.4782608695652174,888,166,161
159,160,0.8957703927492447,0.8582677165354331,0.859504132231405,662,127,121
160,161,0.6182994454713494,0.6543778801843319,0.5,1082,217,202
161,162,0.7218604651162791,0.7735849056603774,0.6952380952380952,1075,212,210
162,163,0.5342960288808665,0.4398148148148148,0.6,1108,216,210
163,164,0.6248856358645929,0.6543778801843319,0.6157635467980296,1093,217,203
164,165,0.8108108108108109,0.8055555555555556,0.8709677419354839,185,36,31
165,166,0.5902394106813996,0.4868421052631579,0.5136363636363637,1086,228,220
166,167,0.33783783783783783,0.30158730158730157,0.37142857142857144,296,63,35
167,168,0.6928635953026197,0.6592920353982301,0.7247706422018348,1107,226,218
168,169,0.5707964601769911,0.4444444444444444,0.6129032258064516,226,36,31
169,170,0.5358455882352942,0.5283018867924528,0.4857142857142857,1088,212,210
170,171,0.8649885583524027,0.7681159420289855,0.7846153846153846,437,69,65
171,172,-2.0,-2.0,-2.0,0,0,0
172,173,0.7717601547388782,0.7474747474747475,0.7222222222222222,1034,198,198
173,174,0.8888888888888888,0.8235294117647058,1.0,81,17,6
174,175,0.4,0.5,0.0,25,6,6
175,176,-2.0,-2.0,-2.0,0,0,0
176,177,0.5863787375415282,0.5504587155963303,0.6024096385542169,602,109,83
177,178,0.7142857142857143,0.3333333333333333,0.5,28,3,2
178,179,0.9818355640535373,0.9808612440191388,0.9751243781094527,1046,209,201
179,180,0.9811320754716981,1.0,1.0,53,8,13
180,181,0.9106628242074928,0.892018779342723,0.896551724137931,1041,213,203
181,182,0.8142857142857143,0.7857142857142857,0.7692307692307693,210,28,26
182,183,0.4,-1.0,-1.0,5,0,0
183,184,-2.0,-2.0,-2.0,0,0,0
184,185,0.7222222222222222,0.6666666666666666,0.3333333333333333,18,3,3
185,186,0.6495327102803738,0.6525821596244131,0.714975845410628,1070,213,207
186,187,-2.0,-2.0,-2.0,0,0,0
187,188,0.5923507462686567,0.5231481481481481,0.5728155339805825,1072,216,206
188,189,0.7075289575289575,0.66,0.7342995169082126,1036,200,207
189,190,0.9075907590759076,1.0,0.8933333333333333,303,82,75
190,191,0.5942028985507246,0.45,0.42424242424242425,207,40,33
191,192,0.9651162790697675,0.9767441860465116,0.868421052631579,258,43,38
192,193,0.7297039159503342,0.7452830188679245,0.7638190954773869,1047,212,199
193,194,0.631578947368421,0.5892857142857143,0.4782608695652174,95,56,23
194,195,0.5160575858250277,0.41847826086956524,0.4367816091954023,903,184,174
195,196,0.7347826086956522,0.7222222222222222,0.6514285714285715,920,180,175
196,197,0.6933333333333334,0.5859872611464968,0.6180555555555556,750,157,144
197,198,0.505249343832021,0.5260115606936416,0.5103448275862069,762,173,145
198,199,1.0,-1.0,-1.0,2,0,0
199,200,0.34375,0.4523809523809524,0.3333333333333333,160,42,27
200,201,1.0,-1.0,-1.0,10,0,0
201,202,0.3808411214953271,0.3880597014925373,0.2987012987012987,428,67,77
202,203,0.9608938547486033,1.0,0.9574468085106383,179,54,47
203,204,-2.0,-2.0,-2.0,0,0,0
204,205,0.829981718464351,0.768595041322314,0.7924528301886793,547,121,106
205,206,1.0,1.0,1.0,68,18,41
206,207,1.0,1.0,1.0,214,49,42
207,208,0.8151260504201681,0.7272727272727273,0.6666666666666666,119,22,9
208,209,0.5819209039548022,0.502262443438914,0.555,1062,221,200
209,210,0.9791356184798807,0.952755905511811,0.9772727272727273,671,127,132
210,211,0.5307262569832403,0.5181818181818182,0.5825242718446602,1074,220,206
211,212,0.7613636363636364,0.8333333333333334,0.6428571428571429,88,12,14
212,213,0.783625730994152,0.7837837837837838,0.7307692307692307,171,37,26
213,214,-2.0,-2.0,-2.0,0,0,0
214,215,0.9636363636363636,0.9453125,0.8571428571428571,660,128,126
215,216,0.7029063509149623,0.7608695652173914,0.8068181818181818,929,184,176
216,217,0.5955631399317406,0.5892857142857143,0.6296296296296297,586,112,108
217,218,0.7146974063400576,0.7619047619047619,0.8876404494382022,347,84,89
218,219,0.9914821124361158,0.9603174603174603,1.0,587,126,128
219,220,0.29213483146067415,0.43548387096774194,0.4117647058823529,356,62,51
220,221,1.0,1.0,-1.0,62,10,0
221,222,1.0,1.0,1.0,3,1,1
222,223,0.7876520112254444,0.7924528301886793,0.746268656716418,1069,212,201
223,224,0.5324909747292419,0.4434389140271493,0.45871559633027525,1108,221,218
224,225,0.43210930828351835,0.3879310344827586,0.4274193548387097,1171,232,248
225,226,0.7472727272727273,0.7443946188340808,0.7129186602870813,1100,223,209
226,227,0.9093484419263456,0.8970588235294118,0.9130434782608695,353,68,69
227,228,0.8704954954954955,0.8624338624338624,0.8522727272727273,888,189,176
228,229,0.5873873873873874,0.5982142857142857,0.4858490566037736,1110,224,212
229,230,0.433056325023084,0.3878504672897196,0.3883495145631068,1083,214,206
230,231,0.6096451319381255,0.6082949308755761,0.6273584905660378,1099,217,212
231,232,0.7618198037466548,0.7510917030567685,0.7870370370370371,1121,229,216
232,233,0.43594153052450557,0.4017094017094017,0.431924882629108,1163,234,213
233,234,0.5551470588235294,0.5223214285714286,0.5380952380952381,1088,224,210
234,235,0.40061162079510704,0.2711864406779661,0.2682926829268293,327,59,41
235,236,0.6376021798365122,0.7037037037037037,0.7548076923076923,1101,216,208
236,237,0.708256880733945,0.6995305164319249,0.7087378640776699,1090,213,206
237,238,0.7256153144940748,0.7327188940092166,0.6619718309859155,1097,217,213
238,239,0.7169117647058824,0.7023255813953488,0.6442307692307693,1088,215,208
239,240,1.0,0.0,0.0,3,2,1
240,241,0.43661971830985913,0.25,0.3333333333333333,71,12,15
241,242,0.7696969696969697,0.8,0.7727272727272727,165,20,22
242,243,0.7335243553008596,0.6944444444444444,0.7342995169082126,1047,216,207
243,244,0.8357664233576643,0.7741935483870968,0.7902439024390244,1096,217,205
244,245,1.0,0.9411764705882353,1.0,13,17,17
245,246,0.5421245421245421,0.5233644859813084,0.5,1092,214,206
246,247,0.6154696132596685,0.5229885057471264,0.5266272189349113,905,174,169
247,248,0.7894736842105263,0.0,1.0,19,1,1
248,249,0.5970961887477314,0.6106194690265486,0.6039603960396039,1102,226,202
249,250,0.8666666666666667,0.3333333333333333,0.0,30,3,4
250,251,-2.0,-2.0,-2.0,0,0,0
251,252,0.6132075471698113,0.5079365079365079,0.5769230769230769,318,63,52
252,253,-2.0,-2.0,-2.0,0,0,0
253,254,0.875,0.6666666666666666,0.75,24,3,4
254,255,0.5629562043795621,0.42290748898678415,0.463302752293578,1096,227,218
255,256,0.8185219831618334,0.7912621359223301,0.7677725118483413,1069,206,211
256,257,0.8958944281524927,0.8343949044585988,0.8625954198473282,682,157,131
257,258,0.5752895752895753,0.5535714285714286,0.5794392523364486,518,112,107
258,259,0.6578947368421053,0.2,0.4,38,5,5
259,260,0.5495179666958808,0.49130434782608695,0.452914798206278,1141,230,223
260,261,0.5129151291512916,0.4342105263157895,0.4129353233830846,1084,228,201
261,262,0.7440147329650092,0.7616822429906542,0.7487684729064039,1086,214,203
262,263,0.5551504102096627,0.4788732394366197,0.3886255924170616,1097,213,211
